id,source,target,type,weight,evidence,properties
"fault_record:4f3f296c1b4f->EXPLAINED_BY_MECHANISM->mechanism:generator-bearing-thermal-lubrication","fault_record:4f3f296c1b4f","mechanism:generator-bearing-thermal-lubrication","EXPLAINED_BY_MECHANISM","2.5","[""code=5956"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_91_5954.md:3"",""matched=发电机, 转子""]","{""evidence"":""code=5956""}"
"fault_record:47f7ec21e335->EXPLAINED_BY_MECHANISM->mechanism:generator-bearing-thermal-lubrication","fault_record:47f7ec21e335","mechanism:generator-bearing-thermal-lubrication","EXPLAINED_BY_MECHANISM","2.5","[""code=5962"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_93_5960.md:3"",""matched=发电机, 转子""]","{""evidence"":""code=5962""}"
"fault_record:b254dd7ac449->EXPLAINED_BY_MECHANISM->mechanism:generator-bearing-thermal-lubrication","fault_record:b254dd7ac449","mechanism:generator-bearing-thermal-lubrication","EXPLAINED_BY_MECHANISM","2.5","[""code=5963"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_94_5963.md:1"",""matched=发电机, 定子""]","{""evidence"":""code=5963""}"
"fault_record:462941b5f42f->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:462941b5f42f","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","2.5","[""code=5964"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_94_5963.md:2"",""matched=通讯, 变流器""]","{""evidence"":""code=5964""}"
"fault_record:607988c04e19->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:607988c04e19","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","2.5","[""code=5966"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_94_5963.md:3"",""matched=通讯, 变流器""]","{""evidence"":""code=5966""}"
"fault_record:bf327280d0ee->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:bf327280d0ee","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","2.5","[""code=5971"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_96_5970.md:2"",""matched=编码器, 同步""]","{""evidence"":""code=5971""}"
"fault_record:afc11680b4f0->EXPLAINED_BY_MECHANISM->mechanism:grid-transformer-protection","fault_record:afc11680b4f0","mechanism:grid-transformer-protection","EXPLAINED_BY_MECHANISM","2.5","[""code=5975"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_97_5973.md:3"",""matched=电网, 断路器""]","{""evidence"":""code=5975""}"
"fault_record:d75711565e54->EXPLAINED_BY_MECHANISM->mechanism:grid-transformer-protection","fault_record:d75711565e54","mechanism:grid-transformer-protection","EXPLAINED_BY_MECHANISM","2.5","[""code=5976"",""source=华能通榆新华风电场WD1500机组故障处理手册/华能通榆新华风电场WD1500机组故障处理手册_98_5976.md:1"",""matched=电网, 断路器""]","{""evidence"":""code=5976""}"
"fault_record:836ad2de446d->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:836ad2de446d","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=3"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_1_1.md:3"",""matched=变频, LSC""]","{""evidence"":""code=3""}"
"fault_record:f6bc2ff9b892->EXPLAINED_BY_MECHANISM->mechanism:grid-transformer-protection","fault_record:f6bc2ff9b892","mechanism:grid-transformer-protection","EXPLAINED_BY_MECHANISM","2.5","[""code=42"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_10_42.md:1"",""matched=箱变, 接触器""]","{""evidence"":""code=42""}"
"fault_record:06492f42be0f->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:06492f42be0f","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=67"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_13_65.md:3"",""matched=变频, LSC""]","{""evidence"":""code=67""}"
"fault_record:bc7626b79fa3->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:bc7626b79fa3","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=68"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_14_68.md:1"",""matched=变频, LSC""]","{""evidence"":""code=68""}"
"fault_record:b04dda543bc5->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:b04dda543bc5","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=69"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_14_68.md:2"",""matched=变频, LSC""]","{""evidence"":""code=69""}"
"fault_record:afbba8ef9613->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:afbba8ef9613","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=76"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_15_76.md:1"",""matched=变频, LSC""]","{""evidence"":""code=76""}"
"fault_record:4cd8d4b985c3->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:4cd8d4b985c3","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=77"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_15_76.md:2"",""matched=变频, LSC""]","{""evidence"":""code=77""}"
"fault_record:8a6dec697042->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:8a6dec697042","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=78"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_15_76.md:3"",""matched=变频, LSC""]","{""evidence"":""code=78""}"
"fault_record:a3f5c425f73e->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:a3f5c425f73e","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=81"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_16_79.md:3"",""matched=变频, LSC""]","{""evidence"":""code=81""}"
"fault_record:69abbb72cc8d->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:69abbb72cc8d","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=82"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_17_82.md:1"",""matched=变频, LSC""]","{""evidence"":""code=82""}"
"fault_record:122c65cc501f->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:122c65cc501f","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=83"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_17_82.md:2"",""matched=变频, LSC""]","{""evidence"":""code=83""}"
"fault_record:0cd841be7def->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:0cd841be7def","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=84"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_17_82.md:3"",""matched=变频, LSC""]","{""evidence"":""code=84""}"
"fault_record:fc1476efefad->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:fc1476efefad","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=106"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_19_102.md:2"",""matched=变频, LSC""]","{""evidence"":""code=106""}"
"fault_record:25437a67c55a->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:25437a67c55a","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=6"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_2_6.md:1"",""matched=变频, LSC""]","{""evidence"":""code=6""}"
"fault_record:cf3687b7f8ea->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:cf3687b7f8ea","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=7"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_2_6.md:2"",""matched=变频, GSC""]","{""evidence"":""code=7""}"
"fault_record:132741262496->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:132741262496","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","2.5","[""code=135"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_23_132.md:3"",""matched=光纤, 变频器""]","{""evidence"":""code=135""}"
"fault_record:e2c35da92e7a->EXPLAINED_BY_MECHANISM->mechanism:generator-bearing-thermal-lubrication","fault_record:e2c35da92e7a","mechanism:generator-bearing-thermal-lubrication","EXPLAINED_BY_MECHANISM","2.5","[""code=138"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_24_136.md:3"",""matched=发电机, 转子""]","{""evidence"":""code=138""}"
"fault_record:05a3e901f2e4->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:05a3e901f2e4","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","2.5","[""code=139"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_25_139.md:1"",""matched=光纤, 变频器""]","{""evidence"":""code=139""}"
"fault_record:54c5efe0c300->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:54c5efe0c300","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=142"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_26_142.md:1"",""matched=变频, GSC""]","{""evidence"":""code=142""}"
"fault_record:1491dbdee43b->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:1491dbdee43b","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=143"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_26_142.md:2"",""matched=变频, GSC""]","{""evidence"":""code=143""}"
"fault_record:1491dbdee43b->EXPLAINED_BY_MECHANISM->mechanism:thermal-management-sensor-chain","fault_record:1491dbdee43b","mechanism:thermal-management-sensor-chain","EXPLAINED_BY_MECHANISM","2.5","[""code=143"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_26_142.md:2"",""matched=温度, 传感器""]","{""evidence"":""code=143""}"
"fault_record:589aeb082baf->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:589aeb082baf","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=144"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_26_142.md:3"",""matched=变频, GSC""]","{""evidence"":""code=144""}"
"fault_record:776d5e196ff4->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:776d5e196ff4","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=145"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_27_145.md:1"",""matched=变频, GSC""]","{""evidence"":""code=145""}"
"fault_record:80bb3043b423->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:80bb3043b423","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=147"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_27_145.md:2"",""matched=变频, GSC""]","{""evidence"":""code=147""}"
"fault_record:613d5134f1dc->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:613d5134f1dc","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=148"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_27_145.md:3"",""matched=变频, GSC""]","{""evidence"":""code=148""}"
"fault_record:4eca332915be->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:4eca332915be","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=149"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_28_149.md:1"",""matched=变频, GSC""]","{""evidence"":""code=149""}"
"fault_record:9a170bf1098c->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:9a170bf1098c","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=151"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_28_149.md:2"",""matched=变频, GSC""]","{""evidence"":""code=151""}"
"fault_record:3ca9e8949cc1->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:3ca9e8949cc1","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=152"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_28_149.md:3"",""matched=变频, GSC""]","{""evidence"":""code=152""}"
"fault_record:8bc888475a05->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:8bc888475a05","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=153"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_29_153.md:1"",""matched=变频, GSC""]","{""evidence"":""code=153""}"
"fault_record:bf3ff67f8c1d->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:bf3ff67f8c1d","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=155"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_29_153.md:2"",""matched=变频, GSC""]","{""evidence"":""code=155""}"
"fault_record:8ab5abc7ac7f->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:8ab5abc7ac7f","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=156"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_29_153.md:3"",""matched=变频, GSC""]","{""evidence"":""code=156""}"
"fault_record:b9699c6da85c->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:b9699c6da85c","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","2.5","[""code=11"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_3_9.md:3"",""matched=光纤, 变频器""]","{""evidence"":""code=11""}"
"fault_record:af65fb6aa721->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:af65fb6aa721","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=157"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_30_157.md:1"",""matched=变频, GSC""]","{""evidence"":""code=157""}"
"fault_record:c8c1893f8c2c->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:c8c1893f8c2c","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=160"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_30_157.md:3"",""matched=变频, GSC""]","{""evidence"":""code=160""}"
"fault_record:986151084e91->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:986151084e91","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=163、164"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_31_161、162.md:2"",""matched=变频, GSC""]","{""evidence"":""code=163、164""}"
"fault_record:c23d51f5bd9f->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:c23d51f5bd9f","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=168"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_32_166.md:3"",""matched=变频, GSC""]","{""evidence"":""code=168""}"
"fault_record:8ac1eb10df4d->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:8ac1eb10df4d","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=169"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_33_169.md:1"",""matched=变频, GSC""]","{""evidence"":""code=169""}"
"fault_record:675f8bd8f665->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:675f8bd8f665","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=194"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_39_192.md:2"",""matched=变频, GSC""]","{""evidence"":""code=194""}"
"fault_record:675f8bd8f665->EXPLAINED_BY_MECHANISM->mechanism:generator-bearing-thermal-lubrication","fault_record:675f8bd8f665","mechanism:generator-bearing-thermal-lubrication","EXPLAINED_BY_MECHANISM","2.5","[""code=194"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_39_192.md:2"",""matched=发电机, 转子""]","{""evidence"":""code=194""}"
"fault_record:1c78be09b721->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:1c78be09b721","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=195"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_39_192.md:3"",""matched=变频, GSC""]","{""evidence"":""code=195""}"
"fault_record:08e126ba0226->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:08e126ba0226","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=196"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_40_196.md:1"",""matched=变频, GSC""]","{""evidence"":""code=196""}"
"fault_record:1ad4c0044b86->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:1ad4c0044b86","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=197"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_40_196.md:2"",""matched=变频, GSC""]","{""evidence"":""code=197""}"
"fault_record:f4391cdc4a54->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:f4391cdc4a54","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=199"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_40_196.md:3"",""matched=变频, GSC""]","{""evidence"":""code=199""}"
"fault_record:5bb0fd965b88->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:5bb0fd965b88","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=200"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_41_200.md:1"",""matched=变频, GSC""]","{""evidence"":""code=200""}"
"fault_record:c7d9a1a95919->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:c7d9a1a95919","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=201"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_41_200.md:2"",""matched=变频, GSC""]","{""evidence"":""code=201""}"
"fault_record:66f14506bf2b->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:66f14506bf2b","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=204"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_42_204.md:1"",""matched=变频, GSC""]","{""evidence"":""code=204""}"
"fault_record:076a38aae0ce->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:076a38aae0ce","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=205"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_42_204.md:2"",""matched=变频, GSC""]","{""evidence"":""code=205""}"
"fault_record:7764e0aa99fb->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:7764e0aa99fb","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=206"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_42_204.md:3"",""matched=变频, GSC""]","{""evidence"":""code=206""}"
"fault_record:09cb62b20e06->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:09cb62b20e06","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=209"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_43_208.md:2"",""matched=变频, GSC""]","{""evidence"":""code=209""}"
"fault_record:be1ad9f420da->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:be1ad9f420da","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=210"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_43_208.md:3"",""matched=变频, GSC""]","{""evidence"":""code=210""}"
"fault_record:64014af0683c->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:64014af0683c","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=211"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_44_211.md:1"",""matched=变频, GSC""]","{""evidence"":""code=211""}"
"fault_record:2c9848560e44->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:2c9848560e44","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=212"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_44_211.md:2"",""matched=变频, GSC""]","{""evidence"":""code=212""}"
"fault_record:ba00ed2aa8d5->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:ba00ed2aa8d5","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=214"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_44_211.md:3"",""matched=变频, GSC""]","{""evidence"":""code=214""}"
"fault_record:8fac875e2215->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:8fac875e2215","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=215"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_45_215.md:1"",""matched=变频, GSC""]","{""evidence"":""code=215""}"
"fault_record:bcf2e4bd2330->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:bcf2e4bd2330","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=216"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_45_215.md:2"",""matched=变频, GSC""]","{""evidence"":""code=216""}"
"fault_record:d7a110271d8e->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:d7a110271d8e","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","2.5","[""code=234"",""source=华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_46_234.md:1"",""matched=变频, GSC""]","{""evidence"":""code=234""}"
